SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
BE,PKTEA,The P K Tea Prod Co Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RE 0.75 PER SHARE
BE,LYPSAGEMS,Lypsa Gems & Jewel Ltd, ,25/09/2015,26/09/2015,23/09/2015, , ,AGM/DIV-RE 0.35 PER SHARE
BE,NGCT,Northgate Com Tech Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SFCL,Star Ferro & Cement Ltd., ,22/09/2015,25/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,8KMILES,8K Miles Soft Serv Ltd, ,12/09/2015,18/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RAJASPETRO,Rajasthan Petro Synthetic, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SPICEMOBI,Spice Mobility Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SURANASOL,Surana Solar Ltd, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,PROZONINTU,Prozone Intu Prop Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETIN    
BE,CIGNITITEC,Cigniti Technologies Ltd, ,15/09/2015,18/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SUPERHOUSE,Superhouse Limited, ,10/09/2015,23/09/2015,08/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,SHEMAROO,Shemaroo Enter. Ltd., ,15/09/2015,21/09/2015,11/09/2015, , ,AGM/DIV-RS 1.20 PER SHARE
BE,CREST,Crest Ventures Limited, ,08/09/2015,15/09/2015,04/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,NOESISIND,Noesis Industries Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ARCOTECH,Arcotech Limited, ,21/09/2015,28/09/2015,16/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,GULFOILLUB,Gulf Oil Lub. Ind. Ltd., ,16/09/2015,22/09/2015,14/09/2015, , ,AGM/DIV-RS 3.50 PER SHARE
BE,PDSMFL,PDS Multinational Fas Ltd, ,16/09/2015,22/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GULFCORP,Gulf Oil Corp. Ltd., ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,AGARIND,Agarwal Inds Corp Ltd., ,24/09/2015,30/09/2015,22/09/2015, , ,DIVIDEND - RS 1.50 PER SH
BE,SHARDACROP,Sharda Cropchem Limited, ,12/09/2015,12/09/2015,10/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,IGL,Indraprastha Gas Limited, ,11/09/2015,22/09/2015,09/09/2015, , ,DIVIDEND-RS 6 PER SHARE  
BE,RADICO,Radico Khaitan Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 0.80 PER SHARE
BE,STCINDIA,The State Trading Corpn, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,VIPULLTD,Vipul Limited, ,18/09/2015,26/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,UFO,UFO Moviez India Ltd., ,09/09/2015,15/09/2015,07/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BYKE,The Byke Hospitality Ltd, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV - RE 1 PER SHARE 
BE,ALANKIT,Alankit Limited,24/09/2015, , ,23/09/2015, , ,FV SPLT FRM RS 10 TO RS 2
BE,ORICONENT,Oricon Enterprises Ltd, ,11/09/2015,19/09/2015,09/09/2015, , ,AGM/DIV-RE 0.44 PER SHARE
BE,SKIPPER,Skipper Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 1.30 PER SHARE
BE,WELENT,Welspun Enterprises Ltd, ,24/09/2015,25/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ZENTEC,Zen Technologies Limited, ,22/09/2015,26/09/2015,18/09/2015, , ,AGM/DIV-RE 0.35 PER SHARE
BE,INOXWIND,Inox Wind Limited, ,16/09/2015,19/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HESTERBIO,Hester Biosciences Ltd, ,12/09/2015,15/09/2015,10/09/2015, , ,AGM/DIV-RS 3.10 PER SHARE
BE,SIGNET,Signet Industries Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GULFPETRO,GP Petroleums Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 0.10 PER SHARE
BE,ELAND,E-Land Apparel Limited, ,24/09/2015,25/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,A2ZINFRA,A2Z Infra Engineering Ltd, ,20/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,EXCEL,Excel Realty N Infra Ltd, ,15/09/2015,21/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,FCL,Fineotex Chemical Limited, ,23/09/2015,28/09/2015,21/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,GANECOS,Ganesha Ecosphere Limited, ,13/09/2015,19/09/2015,10/09/2015, , ,AGM/DIV-RS 1.20 PER SHARE
BE,RTNPOWER,RattanIndia Power Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RTNINFRA,RattanIndia Infra Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PNCINFRA,PNC Infratech Ltd., ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,MANAKALUCO,Manak Aluminium Co. Ltd., ,18/09/2015,22/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GENUSPAPER,Genus P&B Limited, ,21/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,IZMO,IZMO Limited, ,29/09/2015,29/09/2015,24/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANAKSTEEL,Manaksia Steels Ltd, ,18/09/2015,22/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANAKCOAT,Man Coat Metal & Ind Ltd, ,17/09/2015,21/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MANAKINDST,Manaksia Industries Ltd, ,19/09/2015,23/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GOODLUCK,Good Luck Steel Tubes Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 0.75 PER SHARE
BE,CCHHL,Country Club Hosp Hol Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JMA,Jullundur Mot Agency Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MOLDTKPAC,Mold-Tek Packaging Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,TPLPLASTEH,TPL Plastech Limited, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,MANPASAND,Manpasand Beverages Ltd., ,14/09/2015,17/09/2015,10/09/2015, , ,DIV - RE 1 PER SHARE     
BE,ARROWCOAT,Arrow Coated Products Ltd, ,25/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RS 2.50 PER SHARE
BE,SHYAMCENT,Shyam Century Ferrous Ltd, ,22/09/2015,25/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,WELSYNTEX,Welspun Syntex Limited, ,15/09/2015,18/09/2015,11/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RAMASTEEL,Rama Steel Tubes Limited, ,29/09/2015,29/09/2015,24/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KAYA,Kaya Limited, ,18/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GAYAPROJ,Gayatri Projects Ltd, ,23/09/2015,28/09/2015,21/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,RMMIL,Resurgere Mines & Mineral, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ONELIFECAP,Onelife Cap Advisors Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INDOTHAI,Indo Thai Sec Ltd, ,22/09/2015,25/09/2015,18/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,TEXINFRA,Texmaco Infra & Holdg Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV RE 0.15 PER SHARE
BE,HEXATRADEX,Hexa Tradex Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CHROMATIC,Chromatic India Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SWANENERGY,Swan Energy Limited, ,05/09/2015,11/09/2015,03/09/2015, , ,AGM/DIV-RE 0.15 PER SHARE
BE,ESSARSHPNG,Essar Shipping Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DSSL,Dynacons Sys & Sol. Ltd., ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PANAMAPET,Panama Petrochem Ltd, ,10/09/2015,14/09/2015,08/09/2015, , ,AGM/DIV-RS 2/- PER SHARE 
BE,SEINV,S.E. Investments Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV RE 1/- PER SHARE 
BE,SHAKTIPUMP,Shakti Pumps (I) Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,PGEL,PG Electroplast Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,VIKASGLOB,Vikas GlobalOne Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RE 0.05 PER SHARE
BE,IBWSL,Indiabulls Wholesale Ser, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,THOMASCOTT,Thomas Scott (India) Ltd, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NBCC,National Buildings Ltd, ,14/09/2015,16/09/2015,10/09/2015, , ,AGM/DIV-RS 5.50 PER SHARE
BE,FLEXITUFF,Flexituff Inter Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,AGM/DIV-RE 1/- PER SHARE 
BE,GSS,GSS Infotech Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,EON,Eon Electric Limited, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HUBTOWN,Ackruti City Limited, ,22/09/2015,29/09/2015,18/09/2015, , ,Annual General Meeting   
BE,BROOKS,Brooks Lab Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,WEIZFOREX,Weizmann Forex Limited, ,08/09/2015,14/09/2015,04/09/2015, , ,AGM/DIV-RS 7.50 PER SHARE
BE,PGIL,House of Pearl Fashions L, ,15/09/2015,22/09/2015,11/09/2015, , ,AGM/DIV-RS 2.25 PER SHARE
BE,MUTHOOTFIN,Muthoot Finance Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,SYMPHONY,Symphony Limited, ,17/10/2015,27/10/2015,15/10/2015, , ,AGM/DIV-RS 10 PER SHARE  
BE,PIIND,PI Industries Ltd, ,10/09/2015,15/09/2015,08/09/2015, , ,AGM/DIV-RS 1.30 PER SHARE
BE,VASWANI,Vaswani Ind Ltd, ,07/09/2015,14/09/2015,03/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ORIENTREF,Orient Refractories Ltd, ,08/09/2015,15/09/2015,04/09/2015, , ,AGM/DIV-RE 1.40 PER SHARE
BE,WINDMACHIN,Windsor Machines Limited, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ESSARPORTS,Essar Ports Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DBSTOCKBRO,DB (Int) Stock Brokers, ,10/09/2015,14/09/2015,08/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MCX,Multi Commodity Exchange, ,19/09/2015,29/09/2015,16/09/2015, , ,AGM/DIV-RS 10 PER SHARE  
BE,TGBHOTELS,Bhagwati Banquets and Hot, ,12/09/2015,23/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,VMART,Vmart Retail Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,INTEGRA,Integra Garment & Tex Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,VIMALOIL,Vimal O & F Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,AGM/DIV-RS 1.20 PER SHARE
BE,NAKODA,Nakoda Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ANKITMETAL,Ankit Met & Pow Ltd, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CEREBRAINT,Cerebra Int Tech Ltd, ,29/09/2015,29/09/2015,24/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MOHITIND,Mohit Industries Ltd, ,24/09/2015,28/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SHIRPUR-G,AgeeGoldRefn-Roll Sett, ,07/09/2015,15/09/2015,03/09/2015, , ,ANNUAL GENERAL MEETING   
BE,REPCOHOME,Repco Home Finance Ltd, ,05/09/2015,12/09/2015,03/09/2015, , ,DIV-RS 1.50 PER SHARE    
BE,DYNATECH,Dynacons Technologies Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,JUSTDIAL,Justdial Ltd., ,14/09/2015,18/09/2015,10/09/2015, , ,AGM/DIV- RS.2/- PER SH   
BE,GREENFIRE,Northgate Technologies Li, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BAFNAPHARM,Bafna Pharmaceuticals L, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TARAJEWELS,Tara Jewels Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TARMAT,Tarmat Limited, ,12/09/2015,18/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BSLIMITED,BS LIMITED, ,26/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PCJEWELLER,PC Jeweller Ltd, ,12/09/2015,19/09/2015,10/09/2015, , ,AGM/DIV-RS 3.20 PER SHARE
BE,DALMIABHA,Dalmia Bharat Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,GSCLCEMENT,Gujarat Sidhee Cem. Ltd., ,14/09/2015,22/09/2015,10/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SUJANATWR,Sujana Tower Limited, ,29/09/2015,29/09/2015,24/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SREEL,Sreeleathers Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SDBL,Som Dist & Brew Ltd, ,21/09/2015,30/09/2015,16/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,VAKRANGEE,VAKRANGEE LIMITED, ,25/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RE 0.25 PER SHARE
BE,OMAXAUTO,Omax Autos Limited, ,09/09/2015,14/09/2015,07/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MAHINDCIE,Mahindra CIE Automative L, ,09/09/2015,15/09/2015,07/09/2015, , ,ANNUAL GENERAL MEETING   
BE,UJAAS,Ujaas Energy Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RE 0.05 PER SHARE
BE,CNOVAPETRO,CIL Nova Petro Chm Ltd, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,NDL,Nandan Denim Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV RE 1/- PER SHARE 
BE,JPOLYINVST,Jind Pol Inv & Fin Co Ltd, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ANSALAPI,AnsalProperties-Roll Sett, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SPMLINFRA,SPML Infra Limited, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TARAPUR,Tarapur Transformers Ltd, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RESPONIND,Responsive Industries Ltd, ,18/09/2015,22/09/2015,15/09/2015, , ,AGM/DIV-RE 0.10 PER SHARE
BE,PFS,PTC India Fin Serv Ltd, ,19/09/2015,24/09/2015,16/09/2015, , ,AGM/DIV RE 1/- PER SHARE 
BE,LOVABLE,Lovable Lingerie Ltd, ,23/09/2015,26/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MICROSEC,Microsec Fin Serv Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CMAHENDRA,C.Mahendra Exports Ltd, ,23/09/2015,25/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KIRIINDUS,Kiri Industries Limited, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DHUNINV,Dhunseri Investments Ltd, ,24/09/2015,29/09/2015,22/09/2015, , ,AGM/DIV-RS 1.50 PER SHARE
BE,RAMKY,Ramky Infra Ltd, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PRADIP,Pradip Overseas Ltd, ,16/09/2015,30/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,XLENERGY,XL Energy Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CEBBCO,Commercial Eng & Co. Ltd, ,08/09/2015,11/09/2015,04/09/2015, , ,ANNUAL GENERAL MEETING   
BE,KSERASERA,KSS Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TEXRAIL,Texmaco Rail & Eng. Ltd., ,22/09/2015,28/09/2015,18/09/2015, , ,AGM/DIV RE 0.25 PER SHARE
BE,SUMMITSEC,Summit Securities Ltd, ,17/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SPYL,Shekhawati Poly-Yarn Ltd., ,16/09/2015,22/09/2015,14/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BILENERGY,Bil Energy Systems Ltd, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MAANALU,Maan Aluminium Limited, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INDTERRAIN,Ind Terrain Fashions Ltd, ,18/09/2015,25/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ESL,Electrosteel Steels Ltd, ,05/09/2015,11/09/2015,03/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PENIND,Pennar Industries Ltd, ,23/09/2015,24/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HFCL,Himachal Fut Com Ltd, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SUDAR,Sudar Industries Limited, ,23/09/2015,23/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,MAITHANALL,Maithan Alloys Ltd, ,04/09/2015,11/09/2015,02/09/2015, , ,AGM/DIV-RS 2 PER SHARE   
BE,KANANIIND,Kanani Industries Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INVENTURE,Inventure Gro & Sec Ltd, ,18/09/2015,24/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RASOYPR,Rasoya Proteins Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SEZAL,Sezal Glass Limited, ,25/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SEPOWER,S.E. Power Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,CIMMCO,Cimmco Limited, ,19/09/2015,24/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SERVALL,Servalakshmi Paper Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,AMTL,Adv Metering Tech Ltd, ,26/09/2015,30/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,COMPUSOFT,Compucom Software Ltd, ,22/09/2015,24/09/2015,18/09/2015, , ,AGM/DIV-RE 0.10 PER SHARE
BE,TREEHOUSE,Tree House Edu Ltd, ,19/09/2015,25/09/2015,16/09/2015, , ,DIV-RS 2 PER SHARE       
BE,FMNL,Future Mkt Networks Ltd, ,25/09/2015,29/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RELAXO,Relaxo Foot Ltd., ,18/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV RE 0.50 PER SHARE
BE,OMMETALS,OM Metals Infrapro Ltd, ,25/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RE 0.20 PER SHARE
BE,PARAPRINT,Paramount Printpack Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,STEL,Sentinel Tea and Exp Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,PROVOGE,Provogue (India) Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,WINSOME,Winsome Yarns Limited, ,09/09/2015,11/09/2015,07/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RUPA,Rupa & Company Ltd, ,09/09/2015,15/09/2015,07/09/2015, , ,AGM/DIV-RS 2.75 PER SHARE
BE,TDPOWERSYS,TD Power Systems Ltd., ,17/09/2015,23/09/2015,15/09/2015, , ,AGM/DIV-RS 2.645 PER SH  
BE,JISLDVREQS,Jain DVR Equity Shares, ,14/09/2015,30/09/2015,10/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,SANGHVIFOR,Sanghvi For & Eng Ltd, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,GLOBOFFS,Global Offshore Serv Ltd, ,22/09/2015,29/09/2015,18/09/2015, , ,Annual General Meeting   
BE,METKORE,Metkore Alloys & Ind Ltd, ,21/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,HGS,Hinduja Global Sols. Ltd., ,25/09/2015,29/09/2015,23/09/2015, , ,AGM/DIV-RS 5 PER SHARE   
BE,V2RETAIL,V2 Retail Limited, ,22/09/2015,30/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ELGIRUBCO,Elgi Rubber Co. Ltd, ,21/09/2015,26/09/2015,16/09/2015, , ,AGM/DIV-RE 0.21 PER SHARE
BE,PRAKASHCON,Prakash Constrowell Ltd, ,24/09/2015,29/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ORIENTBELL,Orient Bell Limited, ,26/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 0.50 PER SHARE
BE,TV18BRDCST,TV18 Broadcast Limited, ,21/09/2015,24/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,VADILALIND,Vadilal Industries Ltd, ,18/09/2015,28/09/2015,15/09/2015, , ,AGM/DIV-RE 1 PER SHARE   
BE,NAGAROIL,Nagarjuna Oil Refinery, ,22/09/2015,29/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ASAHISONG,Asahi Songwon Color Ltd, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RS 3.50 PER SHARE
BE,FILATEX,Filatex India Ltd, ,19/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,RUSHIL,Rushil Decor Limited, ,19/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,COUNCODOS,Country Condo's Limited, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ACCELYA,Kale Consultants Limited, ,24/09/2015,30/09/2015,22/09/2015, , ,AGM/DIV RS 25/- PER SHARE
BE,ESTER,Ester Industries Ltd, ,22/09/2015,28/09/2015,18/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DQE,DQ Entertainment Int Ltd, ,24/09/2015,30/09/2015,22/09/2015, , ,ANNUAL GENERAL MEETING   
BE,TWL,Titagarh Wagons Limited, ,19/09/2015,24/09/2015,16/09/2015, , ,AGM/DIV-RE 0.80 PER SHARE
BE,DPSCLTD,DPSC Limited, ,05/09/2015,11/09/2015,03/09/2015, , ,AGM/DIV-RE 0.05 PER SHARE
BE,ABCIL,Aditya Birla Chem (I) Ltd, ,18/09/2015,24/09/2015,15/09/2015, , ,DIV-RS 5 PER SHARE       
BE,STOREONE,Store One Retail Ind Ltd, ,21/09/2015,28/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,INFINITE,Infinite Computer Sol Ltd, ,19/09/2015,30/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
BE,DIGJAM,Digjam Limited, ,22/09/2015,29/09/2015,18/09/2015, , ,Annual General Meeting   
BE,UBHOLDINGS,United Breweries (Holding, ,25/09/2015,28/09/2015,23/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SURANAT&P,Surana Telecom and Pow Lt, ,25/09/2015,30/09/2015,23/09/2015, , ,AGM/DIV-RE 0.12 PER SHARE
BE,VASCONEQ,Vascon Engineers Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,ANIKINDS,Anik Industries Limited, ,17/09/2015,23/09/2015,15/09/2015, , ,ANNUAL GENERAL MEETING   
BE,BGLOBAL,Bharatiya Global Info Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,SOLARINDS,Solar Industries (I) Ltd, ,31/08/2015,11/09/2015,27/08/2015, , ,AGM/DIV-RS 9 PER SHARE   
BE,HINDNATGLS,Hind Natl Glass & Ind Ltd, ,21/09/2015,27/09/2015,16/09/2015, , ,Annual General Meeting   
BE,AMRUTANJAN,Amrutajan Health Ltd, ,12/09/2015,18/09/2015,10/09/2015, , ,AGM/DIV-RS 2.40 PER SHARE
BE,SYNCOM,Syncom Healthcare Ltd, ,23/09/2015,30/09/2015,21/09/2015, , ,ANNUAL GENERAL MEETING   
BE,EMMBI,Emmbi Industries Ltd, ,23/09/2015,29/09/2015,21/09/2015, , ,AGM/DIV RE 0.30 PER SHARE
BE,DBREALTY,D B Realty Limited, ,21/09/2015,26/09/2015,16/09/2015, , ,ANNUAL GENERAL MEETING   
